pH_H2O,EC,P,N,K,Elev,OC,OC_log
7.98,21.52,38.2,1.0,302.1,809,6.5,2.0149030205422647
8.41,10.09,13.2,1.0,279.2,809,7.0,2.0794415416798357
6.97,9.77,81.5,1.0,274.3,853,6.5,2.0149030205422647
6.46,16.42,85.6,3.7,757.1,1184,42.2,3.765840495250065
5.69,11.56,59.7,0.7,207.8,878,4.8,1.7578579175523736
8.03,12.06,19.1,0.5,235.4,807,3.0,1.3862943611198906
7.91,27.0,22.3,1.6,290.3,904,13.0,2.6390573296152584
5.8,7.64,20.0,1.7,208.7,1189,16.1,2.8390784635086144
5.57,7.49,15.9,0.6,129.1,833,4.0,1.6094379124341003
6.73,5.73,22.0,1.4,244.5,984,11.8,2.5494451709255714
7.25,11.72,62.0,1.5,344.4,896,13.0,2.6390573296152584
6.31,31.16,13.6,6.2,164.7,1189,58.8,4.091005660956586
6.76,9.77,50.0,1.0,343.8,891,8.1,2.2082744135228043
6.52,7.08,30.0,0.6,125.0,798,4.8,1.7578579175523736
8.03,10.46,42.7,0.6,170.4,755,4.0,1.6094379124341003
7.89,23.0,26.5,1.1,250.4,907,8.0,2.1972245773362196
8.41,12.97,13.9,1.3,201.3,832,8.1,2.2082744135228043
8.02,11.05,19.8,1.1,113.4,871,7.0,2.0794415416798357
6.37,4.06,11.4,1.1,151.8,902,9.2,2.322387720290225
6.24,36.07,12.9,4.6,135.3,974,42.8,3.7796338173824005
6.16,3.17,13.1,0.9,100.5,1156,8.8,2.2823823856765264
5.36,3.72,26.3,0.5,85.1,1020,4.0,1.6094379124341003
7.73,42.92,73.9,2.3,230.5,902,17.5,2.917770732084279
8.02,22.1,73.9,1.0,131.5,734,6.7,2.0412203288596382
7.81,20.4,23.8,1.4,346.5,812,8.5,2.2512917986064953
7.51,9.89,32.3,3.1,173.9,896,23.9,3.214867803470662
5.68,11.48,27.9,0.6,178.0,932,3.9,1.589235205116581
7.54,19.81,82.5,0.7,309.3,778,5.4,1.8562979903656263
8.08,21.31,28.7,1.6,510.6,827,8.1,2.2082744135228043
6.4,25.36,38.8,1.7,396.1,951,13.4,2.667228206581955
5.47,60.68,14.4,6.3,128.9,1206,51.5,3.960813169597578
4.92,46.0,18.3,4.2,147.8,1542,47.5,3.8815637979434374
6.01,5.97,41.8,0.5,127.8,980,3.0,1.3862943611198906
8.24,13.88,13.6,1.1,231.4,819,6.5,2.0149030205422647
5.55,4.83,13.4,0.9,48.3,1141,7.6,2.151762203259462
7.66,16.06,42.7,1.3,880.5,845,11.1,2.4932054526026954
8.01,24.2,26.1,1.3,341.0,825,10.1,2.4069451083182885
7.85,11.75,14.1,1.5,185.3,875,7.8,2.174751721484161
6.71,7.1,34.9,1.2,221.9,1186,9.2,2.322387720290225
8.06,27.0,33.0,1.4,173.2,799,16.0,2.833213344056216
5.18,13.0,13.2,1.9,237.3,1299,22.0,3.1354942159291497
6.34,3.26,19.1,0.5,53.7,1259,3.7,1.547562508716013
6.07,8.32,23.4,1.1,207.1,1136,11.0,2.4849066497880004
6.04,4.54,49.0,0.5,71.0,896,3.1,1.410986973710262
7.45,11.92,51.2,0.4,58.7,824,2.5,1.252762968495368
7.91,26.0,48.3,0.8,282.6,756,6.1,1.9600947840472698
8.05,34.7,31.1,1.6,224.3,835,15.3,2.791165107812717
7.54,22.42,27.2,1.8,184.9,903,13.0,2.6390573296152584
6.36,4.45,19.1,0.7,92.3,946,4.2,1.6486586255873816
8.01,46.13,305.1,2.0,466.1,759,17.1,2.89591193827178
8.27,15.39,23.7,0.8,270.5,785,4.8,1.7578579175523736
8.03,23.85,19.4,1.2,468.6,838,8.6,2.2617630984737906
5.91,12.52,13.1,6.1,987.9,1256,81.0,4.406719247264253
5.59,6.39,27.3,2.9,208.7,1269,66.4,4.210645017918261
6.19,8.29,13.8,3.9,298.3,1254,43.0,3.784189633918261
7.95,26.91,22.2,1.9,248.8,904,17.2,2.9014215940827497
8.24,25.0,52.8,2.0,533.5,905,17.1,2.89591193827178
8.3,13.02,11.0,1.2,257.4,875,7.5,2.1400661634962708
6.15,5.7,11.8,1.4,99.4,992,10.7,2.4595888418037104
6.68,6.09,17.2,0.8,128.0,919,6.0,1.9459101490553132
8.12,19.75,16.1,2.0,241.1,804,11.3,2.509599262378372
7.97,21.1,10.4,2.0,181.3,814,13.3,2.6602595372658615
7.94,14.27,11.2,1.4,110.8,874,12.9,2.631888840136646
7.91,30.91,80.0,1.5,427.7,800,14.0,2.70805020110221
8.32,20.1,11.3,1.2,262.0,804,8.4,2.2407096892759584
7.78,13.41,28.3,1.6,237.7,823,10.5,2.4423470353692043
7.35,5.61,15.3,1.2,146.4,916,9.3,2.33214389523559
6.94,9.46,31.5,1.6,208.3,951,11.2,2.501435951739211
5.99,8.08,55.1,1.4,40.6,1130,16.9,2.884800712846709
5.32,6.8,90.7,1.6,99.9,1181,20.5,3.068052935133617
6.49,5.21,51.2,0.5,126.3,895,3.4,1.4816045409242156
7.9,19.14,73.2,2.0,542.4,846,16.1,2.8390784635086144
8.27,21.06,10.6,1.3,292.9,807,9.2,2.322387720290225
7.06,9.6,21.2,1.2,73.2,896,7.7,2.163323025660538
6.79,55.2,108.2,3.8,1110.7,985,32.8,3.520460802488973
5.92,6.16,59.4,1.5,213.6,1212,19.5,3.0204248861443626
8.04,20.5,14.0,1.2,146.0,925,12.2,2.580216829592325
8.01,21.3,26.8,1.7,221.5,929,19.4,3.0155349008501706
6.92,9.06,19.5,1.6,99.6,947,12.0,2.5649493574615367
5.04,14.62,17.7,2.3,88.2,1167,27.7,3.3568971227655755
6.76,20.65,18.8,1.7,181.8,1188,16.3,2.8507065015037334
7.04,17.65,13.3,0.6,106.6,1047,4.4,1.6863989535702288
7.71,28.7,41.1,1.7,454.2,918,19.8,3.0349529867072724
8.12,17.87,21.5,2.1,304.3,804,16.5,2.8622008809294686
8.84,31.4,12.7,1.4,447.1,842,18.2,2.954910279033736
8.11,17.18,16.1,1.6,373.8,804,12.6,2.6100697927420065
4.82,11.14,12.0,2.0,53.1,1338,19.5,3.0204248861443626
6.19,4.59,34.1,1.2,98.0,951,8.4,2.2407096892759584
7.69,17.82,43.9,0.8,187.0,836,5.4,1.8562979903656263
8.05,25.3,14.2,1.3,295.2,829,12.6,2.6100697927420065
5.52,4.5,16.5,1.0,61.1,870,7.8,2.174751721484161
6.63,6.65,49.6,1.1,160.3,872,7.9,2.186051276738094
6.77,6.9,18.8,0.4,99.9,860,3.1,1.410986973710262
7.85,15.24,27.0,1.9,416.5,930,20.5,3.068052935133617
8.09,25.5,10.0,1.4,309.0,855,14.6,2.747270914255491
7.94,36.26,16.0,2.3,422.5,916,17.2,2.9014215940827497
8.07,21.34,22.8,1.7,369.5,926,13.9,2.7013612129514133
7.39,7.58,48.1,1.8,122.1,872,14.4,2.7343675094195836
7.74,9.91,19.5,1.3,102.1,1011,7.7,2.163323025660538
8.29,13.61,26.3,1.1,132.9,1108,8.5,2.2512917986064953
5.57,6.02,20.4,5.6,245.2,1352,65.2,4.192680462942962
6.62,9.75,14.9,3.0,226.7,1112,32.6,3.5145260669691587
5.71,2.71,15.8,0.4,59.3,1058,2.5,1.252762968495368
7.36,71.4,34.5,0.9,117.3,827,3.9,1.589235205116581
8.03,36.4,28.0,1.7,517.7,844,13.3,2.6602595372658615
8.05,9.97,10.1,1.3,131.6,949,8.3,2.2300144001592104
6.18,6.63,16.8,2.7,257.5,1262,27.6,3.353406717825807
5.06,2.66,31.9,0.3,60.5,945,2.7,1.308332819650179
5.79,5.07,22.5,0.6,132.3,941,4.1,1.62924053973028
7.83,26.33,36.2,1.6,241.7,884,19.7,3.0301337002713233
8.11,13.99,27.5,1.3,126.4,945,7.9,2.186051276738094
8.16,23.69,20.6,1.2,335.2,802,11.4,2.517696472610991
8.16,20.58,22.9,1.9,733.8,800,17.2,2.9014215940827497
8.13,18.92,11.0,1.4,277.9,789,11.6,2.533696813957432
7.88,12.94,25.3,1.4,208.1,877,16.6,2.8678989020441064
6.74,9.33,30.8,1.1,89.7,944,9.2,2.322387720290225
5.54,4.91,59.1,0.7,115.7,933,5.0,1.791759469228055
7.79,47.79,56.1,2.6,716.8,935,16.9,2.884800712846709
8.1,22.76,16.9,1.5,544.2,805,19.8,3.0349529867072724
8.03,15.72,38.6,1.6,232.2,815,13.9,2.7013612129514133
7.71,13.65,23.8,1.7,195.15,858,13.8,2.6946271807700692
7.98,12.62,28.4,1.8,323.9,847,11.3,2.509599262378372
6.34,12.02,58.5,1.3,276.5,1014,10.9,2.4765384001174837
8.03,28.45,31.3,2.0,214.8,855,17.0,2.8903717578961645
7.75,36.6,75.1,1.7,549.8,951,16.9,2.884800712846709
8.24,21.35,17.5,1.3,389.2,940,13.4,2.667228206581955
7.89,26.23,22.0,2.3,571.1,820,22.1,3.139832617527748
8.21,20.81,20.6,1.4,265.8,852,10.9,2.4765384001174837
7.69,7.13,40.2,1.6,420.8,879,17.3,2.9069010598473755
7.95,20.77,16.9,1.9,418.1,934,17.0,2.8903717578961645
7.87,13.24,12.1,1.7,181.8,898,13.3,2.6602595372658615
6.03,4.98,36.3,0.6,121.8,927,4.5,1.7047480922384253
6.94,15.77,52.1,0.7,197.5,952,6.3,1.9878743481543455
7.94,13.67,29.4,1.0,170.9,930,12.3,2.5877640352277083
7.27,8.08,35.9,0.8,164.2,955,7.0,2.0794415416798357
7.76,20.71,72.7,1.7,489.2,806,12.9,2.631888840136646
8.02,22.3,32.6,1.3,349.0,882,9.4,2.341805806147327
7.69,22.5,29.1,2.2,377.2,796,20.5,3.068052935133617
7.01,5.36,14.9,1.1,83.8,883,7.5,2.1400661634962708
7.45,8.0,12.3,1.0,103.0,960,7.5,2.1400661634962708
8.15,4.45,36.7,1.4,127.5,929,15.0,2.772588722239781
8.01,4.68,99.9,1.6,225.5,958,14.1,2.714694743820879
8.09,20.88,42.9,2.0,591.7,798,18.5,2.970414465569701
7.86,11.95,14.3,1.2,189.2,884,12.5,2.6026896854443837
4.89,6.52,60.7,0.7,121.2,969,5.0,1.791759469228055
7.62,12.97,36.0,0.6,234.6,944,4.5,1.7047480922384253
8.0,12.96,14.1,1.2,137.6,789,12.0,2.5649493574615367
7.75,23.1,38.8,2.0,257.7,937,21.1,3.095577608523707
7.83,16.13,24.1,1.1,179.6,836,12.3,2.5877640352277083
7.89,18.28,13.6,1.7,280.2,875,19.0,2.995732273553991
7.26,9.46,30.7,1.3,132.3,859,9.6,2.3608540011180215
7.06,13.25,11.5,1.3,107.4,940,8.0,2.1972245773362196
5.9,9.31,19.3,3.1,392.9,1239,41.3,3.744787086052232
7.25,6.87,23.4,1.0,233.8,1082,8.5,2.2512917986064953
7.33,234.32,72.0,1.6,458.9,850,16.3,2.8507065015037334
8.0,19.94,27.3,1.6,252.2,882,11.3,2.509599262378372
7.86,21.82,26.2,1.6,384.1,805,13.4,2.667228206581955
8.11,25.15,20.0,1.2,119.5,937,9.3,2.33214389523559
7.66,13.46,19.0,1.5,161.3,1004,14.8,2.760009940032921
6.64,4.01,28.0,0.8,145.4,1025,6.2,1.9740810260220096
8.02,29.84,134.6,1.4,502.0,914,14.8,2.760009940032921
8.09,14.04,36.6,1.2,252.6,953,13.4,2.667228206581955
8.37,23.04,39.2,1.4,671.4,802,16.7,2.8735646395797834
8.18,18.73,12.7,1.3,294.5,841,10.1,2.4069451083182885
7.9,17.85,31.1,1.8,397.3,951,15.2,2.785011242238338
7.87,19.13,25.4,2.4,538.4,825,22.8,3.169685580677429
7.95,15.16,14.2,1.2,239.1,835,11.7,2.5416019934645457
5.73,33.69,15.2,3.0,68.5,895,27.7,3.3568971227655755
7.88,15.25,20.6,1.5,219.8,856,12.6,2.6100697927420065
8.14,16.38,44.5,1.9,328.9,914,15.5,2.803360380906535
7.83,13.38,10.3,0.8,156.7,914,7.7,2.163323025660538
8.23,14.17,36.1,1.8,376.8,939,17.6,2.9231615807191558
7.81,18.46,61.5,1.6,203.8,953,23.9,3.214867803470662
7.67,15.28,35.2,2.1,200.8,833,18.1,2.9496883350525844
5.55,11.06,20.9,1.8,209.1,915,11.8,2.5494451709255714
7.87,6.26,47.8,1.2,151.6,866,10.4,2.4336133554004498
8.03,10.07,10.9,1.5,268.0,884,11.4,2.517696472610991
7.75,27.84,50.6,3.2,305.8,950,31.9,3.493472657771326
6.45,4.16,10.9,0.7,73.8,1059,5.6,1.8870696490323797
7.67,15.71,35.2,1.5,238.1,977,13.3,2.6602595372658615
7.77,16.02,49.7,2.1,297.4,963,20.9,3.086486636822455
7.97,16.05,31.4,1.3,365.9,867,16.0,2.833213344056216
7.76,27.01,58.2,6.0,317.6,1017,55.9,4.041295341132285
6.6,12.53,22.3,1.9,120.7,981,20.4,3.0633909220278057
7.98,21.6,51.9,1.7,206.5,957,24.7,3.246490991901174
7.88,18.05,28.0,2.9,278.8,978,25.3,3.269568939183719
8.06,10.82,23.4,0.6,109.4,821,3.6,1.5260563034950492
8.01,18.3,28.9,1.6,183.4,966,14.4,2.7343675094195836
8.02,17.04,16.3,1.6,375.4,864,14.9,2.766319109226186
6.6,6.16,13.8,1.1,131.3,972,8.5,2.2512917986064953
5.31,18.38,12.4,1.0,63.7,1225,9.6,2.3608540011180215
7.13,14.1,86.0,1.1,370.6,1088,8.7,2.272125885509337
7.97,26.03,80.8,1.8,276.0,977,12.0,2.5649493574615367
7.81,8.15,34.8,1.4,450.7,947,13.5,2.6741486494265287
7.89,23.99,26.2,2.3,220.3,866,32.2,3.502549875922443
7.82,19.24,26.6,1.9,925.1,936,18.7,2.9806186357439426
8.04,16.93,32.4,1.5,231.1,920,11.6,2.533696813957432
8.04,13.65,15.2,1.3,161.1,960,9.6,2.3608540011180215
5.14,40.5,25.2,5.0,192.2,1269,58.5,4.085976312551584
6.5,6.92,55.0,1.2,220.5,1059,12.8,2.624668592163159
7.81,20.3,29.4,2.5,412.2,1012,23.5,3.1986731175506815
7.67,16.91,44.4,1.1,278.0,818,9.4,2.341805806147327
7.88,16.22,26.9,2.4,577.8,936,13.5,2.6741486494265287
7.96,23.78,54.1,1.8,775.0,851,12.2,2.580216829592325
7.85,13.96,22.5,1.1,204.5,876,6.9,2.066862759472976
6.28,11.44,12.4,4.4,599.4,1092,85.9,4.464758032271346
5.12,69.6,28.4,5.9,552.2,1451,106.3,4.675628649636653
8.08,12.16,17.8,0.8,243.9,974,12.5,2.6026896854443837
8.13,14.4,30.3,2.2,440.1,990,28.1,3.370738174177447
7.83,20.12,78.8,3.0,561.8,985,25.2,3.265759410767051
7.88,16.15,22.5,1.7,278.2,973,5.4,1.8562979903656263
7.28,31.6,19.7,2.0,173.6,1237,21.8,3.126760535960395
7.73,13.21,54.3,1.5,418.0,1058,14.2,2.7212954278522306
8.03,13.01,20.3,1.3,269.4,884,15.1,2.7788192719904172
5.54,10.98,105.5,2.4,200.7,975,27.0,3.332204510175204
7.48,7.51,14.9,0.8,149.9,920,5.6,1.8870696490323797
7.74,3.98,14.6,2.1,202.8,1119,46.5,3.8607297110405954
7.82,26.8,29.3,2.2,660.2,827,20.2,3.054001181677967
8.0,29.32,10.2,1.8,585.9,833,14.5,2.740840023925201
8.2,16.08,20.7,1.1,125.3,977,11.1,2.4932054526026954
8.08,18.22,30.2,1.8,400.1,854,14.6,2.747270914255491
7.39,31.01,20.3,1.5,273.8,1147,24.8,3.250374491927572
7.87,16.04,47.0,1.5,486.6,1045,15.3,2.791165107812717
6.81,11.02,34.2,0.8,183.6,1007,7.2,2.1041341542702074
7.8,22.77,39.2,3.5,223.2,934,75.9,4.3425058765115985
8.2,16.57,13.9,1.2,410.4,853,11.8,2.5494451709255714
8.05,13.88,12.4,0.9,200.1,885,5.7,1.9021075263969205
8.1,17.37,10.9,1.8,124.6,925,15.2,2.785011242238338
8.34,17.4,32.4,0.8,213.5,829,5.7,1.9021075263969205
8.15,18.76,29.3,1.9,253.4,977,15.2,2.785011242238338
8.06,16.45,27.7,1.5,236.6,979,12.8,2.624668592163159
7.87,15.01,14.1,1.7,452.0,925,13.7,2.6878474937846906
7.48,49.6,12.6,6.4,277.0,1044,105.5,4.66814498514948
7.91,18.51,16.8,1.5,460.9,1015,16.0,2.833213344056216
6.03,9.66,15.5,4.3,238.2,1168,48.9,3.910021002757473
7.91,16.69,18.5,1.5,351.8,1103,11.3,2.509599262378372
8.06,15.06,22.7,1.1,203.3,929,7.3,2.1162555148025524
7.93,13.94,12.4,1.4,292.4,919,13.0,2.6390573296152584
7.76,12.12,27.3,0.6,141.0,871,4.5,1.7047480922384253
8.04,16.62,11.2,1.2,311.9,848,12.2,2.580216829592325
7.79,23.8,15.0,2.0,248.7,883,27.6,3.353406717825807
7.26,26.1,32.5,1.9,225.4,1173,18.3,2.9601050959108397
4.33,7.16,23.2,0.5,84.9,1092,3.6,1.5260563034950492
7.42,12.76,10.2,3.4,245.4,1101,38.0,3.6635616461296463
7.7,6.04,30.6,1.4,405.6,878,15.7,2.8154087194227095
7.95,21.39,36.2,2.3,222.6,982,20.5,3.068052935133617
7.87,22.91,43.7,2.2,189.4,961,14.6,2.747270914255491
7.93,14.4,10.7,1.2,199.3,887,12.4,2.5952547069568657
7.77,18.71,18.4,2.8,503.3,915,27.1,3.3357695763397
7.47,22.94,131.5,3.0,145.2,838,26.3,3.3068867021909143
7.24,9.69,17.3,0.6,66.9,1045,5.5,1.8718021769015913
7.89,16.48,18.3,1.4,402.2,1019,10.4,2.4336133554004498
7.6,9.57,20.3,0.6,166.4,885,5.4,1.8562979903656263
8.01,14.37,13.0,1.2,344.0,929,9.9,2.388762789235098
8.03,12.52,22.2,0.9,170.1,868,8.7,2.272125885509337
7.98,21.4,24.0,1.9,324.2,980,26.5,3.3141860046725258
7.99,21.92,24.1,2.0,239.5,901,16.8,2.8791984572980396
6.61,73.7,17.0,4.7,172.0,957,68.6,4.242764567340374
8.04,16.25,11.9,1.5,281.7,998,15.1,2.7788192719904172
8.03,14.26,10.4,1.3,321.2,872,11.5,2.5257286443082556
8.26,14.69,13.3,1.6,156.8,858,15.4,2.797281334830153
7.98,17.17,10.3,1.3,315.5,948,9.7,2.3702437414678603
7.98,13.12,37.4,1.9,467.8,1162,15.2,2.785011242238338
7.84,15.26,17.5,1.3,200.1,970,12.2,2.580216829592325
7.93,15.94,22.5,1.9,357.2,995,11.9,2.5572273113676265
7.77,17.09,66.9,2.0,295.7,920,14.9,2.766319109226186
7.97,16.36,16.0,1.2,180.5,897,11.8,2.5494451709255714
7.92,15.7,10.4,0.9,234.6,902,6.9,2.066862759472976
8.01,15.59,36.7,1.6,339.8,990,11.5,2.5257286443082556
7.91,20.73,19.2,1.7,311.7,950,15.9,2.8273136219290276
7.93,17.85,40.0,1.4,275.9,882,12.3,2.5877640352277083
8.17,18.09,20.1,1.0,171.8,944,6.4,2.0014800002101243
7.91,19.39,43.2,1.9,312.3,878,14.2,2.7212954278522306
7.9,28.5,16.2,1.7,246.3,989,12.6,2.6100697927420065
7.94,16.66,18.1,1.3,358.2,1112,11.5,2.5257286443082556
8.08,6.1,46.2,1.4,253.1,983,12.7,2.617395832834079
7.8,17.41,49.3,2.7,335.0,1040,30.6,3.4531571205928664
8.01,16.38,28.4,1.1,250.1,938,11.0,2.4849066497880004
7.67,19.68,52.4,2.4,358.5,944,41.9,3.758871825933971
7.92,22.0,17.1,2.0,335.9,1029,22.7,3.1654750481410856
8.07,17.1,37.4,1.4,155.3,1007,8.8,2.2823823856765264
6.96,7.26,42.3,1.2,248.5,1031,9.5,2.3513752571634776
8.25,15.34,33.6,1.3,255.4,955,14.5,2.740840023925201
7.81,11.19,12.1,1.4,97.1,891,11.9,2.5572273113676265
7.99,21.02,22.8,1.9,231.4,1002,12.1,2.5726122302071057
7.97,18.68,17.6,1.7,249.4,976,17.8,2.9338568698359038
7.72,17.23,53.1,2.0,408.7,935,13.7,2.6878474937846906
7.48,14.9,13.3,4.2,207.7,979,29.1,3.40452517175483
7.49,16.73,13.0,2.8,240.5,969,25.4,3.2733640101522705
6.53,8.87,23.8,0.8,113.7,1033,5.9,1.9315214116032138
7.91,16.64,21.1,0.8,149.6,963,12.1,2.5726122302071057
8.38,12.16,13.2,0.8,189.8,991,5.8,1.916922612182061
7.99,5.88,15.9,2.7,315.6,1085,27.4,3.3463891451671604
8.02,20.2,32.6,2.2,405.4,1036,21.9,3.131136910560194
7.87,18.34,22.5,1.6,409.2,928,27.0,3.332204510175204
7.1,22.84,33.5,1.5,208.1,1074,13.5,2.6741486494265287
7.49,48.3,19.7,3.1,129.6,1040,31.0,3.4657359027997265
7.49,13.59,50.7,2.1,152.4,1043,27.4,3.3463891451671604
6.74,36.33,155.9,1.2,185.6,932,9.8,2.379546134130174
7.7,58.04,31.2,2.8,495.0,962,19.9,3.039749158970765
7.81,50.26,105.2,2.8,521.3,1034,21.6,3.1179499062782403
5.2,4.55,38.1,1.3,72.0,1040,9.7,2.3702437414678603
8.01,15.75,13.3,0.9,189.8,950,6.1,1.9600947840472698
8.21,14.32,13.1,0.7,170.1,954,7.5,2.1400661634962708
7.87,26.44,28.8,1.1,182.4,981,6.5,2.0149030205422647
7.97,31.98,78.3,1.7,612.4,1027,14.7,2.7536607123542622
8.04,22.35,26.1,2.0,352.5,920,21.4,3.109060958860994
7.5,21.44,20.2,1.8,559.3,1109,21.1,3.095577608523707
8.1,14.26,26.5,0.9,150.8,958,8.4,2.2407096892759584
5.46,10.47,28.0,11.3,90.0,1367,414.8,6.030204375423913
5.59,8.72,19.0,1.2,108.0,1109,7.7,2.163323025660538
8.03,14.97,11.6,1.5,451.4,968,12.6,2.6100697927420065
7.96,18.77,25.2,0.9,177.5,985,6.7,2.0412203288596382
7.88,17.38,10.7,5.6,342.2,1070,56.3,4.048300623720694
7.99,18.5,39.0,1.9,388.6,748,16.0,2.833213344056216
6.73,8.74,32.5,2.1,695.5,1092,20.3,3.0587070727153796
5.77,47.14,27.5,3.7,104.1,1030,35.3,3.591817741270805
7.89,22.6,18.5,1.8,456.0,960,24.9,3.254242968705492
8.13,15.53,12.7,1.8,304.4,997,17.7,2.928523523860541
7.21,50.3,19.5,13.5,551.0,1082,155.1,5.050496827521386
8.03,18.82,20.2,1.3,329.4,1215,10.0,2.3978952727983707
7.82,36.52,11.5,2.7,257.2,1064,21.4,3.109060958860994
7.85,23.1,33.2,2.9,299.3,967,26.0,3.295836866004329
8.03,19.17,26.1,1.7,299.5,950,10.8,2.468099531471619
7.74,18.19,17.9,2.9,283.4,774,33.0,3.5263605246161616
7.19,40.98,11.3,3.3,404.4,1322,33.8,3.5496173867804286
7.96,3.0,10.5,0.6,228.6,1162,5.5,1.8718021769015913
7.54,15.14,32.6,1.4,423.4,1194,31.6,3.484312288372662
7.8,4.18,12.7,1.2,190.7,967,9.2,2.322387720290225
7.82,18.11,38.7,1.8,546.9,1054,9.7,2.3702437414678603
7.71,18.43,19.0,1.2,68.4,1021,10.6,2.451005098112319
7.43,5.75,27.7,1.4,483.0,1263,21.2,3.100092288878234
8.01,20.69,23.1,1.1,133.7,1091,9.3,2.33214389523559
8.02,16.55,33.3,1.7,167.7,970,17.7,2.928523523860541
7.89,16.58,18.8,1.9,130.5,656,16.0,2.833213344056216
7.56,13.52,12.0,1.5,340.8,1051,17.8,2.9338568698359038
6.8,7.3,10.0,0.7,53.1,1092,5.9,1.9315214116032138
7.94,21.94,58.1,1.7,299.0,746,16.2,2.8449093838194073
7.88,20.74,20.1,0.9,346.7,1008,5.1,1.8082887711792655
8.1,24.8,14.3,1.7,452.5,881,18.3,2.9601050959108397
7.81,19.55,29.5,1.9,297.8,999,17.7,2.928523523860541
4.76,11.03,11.0,3.1,109.6,906,42.3,3.768152635008444
8.22,23.47,25.0,1.5,245.7,935,13.4,2.667228206581955
7.88,10.41,18.0,1.0,282.2,957,8.4,2.2407096892759584
6.27,11.31,10.3,1.1,91.0,627,9.7,2.3702437414678603
4.3,41.81,73.5,9.6,380.2,1445,141.1,4.956531035103055
7.83,14.89,13.2,2.4,507.1,1136,23.2,3.186352633162641
7.94,19.74,59.6,1.7,284.0,625,18.1,2.9496883350525844
5.45,39.7,53.8,3.0,81.6,739,27.7,3.3568971227655755
4.96,52.6,24.5,5.2,310.5,1116,56.3,4.048300623720694
5.43,35.6,32.4,2.6,213.2,738,30.4,3.4468078929142076
7.11,8.21,12.0,3.0,326.9,1280,28.9,3.3978584803966405
7.41,22.01,49.1,1.1,304.1,1038,8.1,2.2082744135228043
7.04,41.2,48.1,6.9,1183.9,1252,70.9,4.275276264727001
7.28,25.87,57.5,2.1,161.6,998,14.6,2.747270914255491
7.86,26.9,70.2,1.7,414.4,901,14.6,2.747270914255491
7.86,14.31,21.0,1.1,250.0,734,8.7,2.272125885509337
7.83,42.13,13.6,1.5,203.7,877,9.0,2.302585092994046
8.14,20.92,39.3,2.0,367.3,698,15.9,2.8273136219290276
7.8,12.85,18.9,2.2,151.2,778,60.2,4.11414718951828
7.73,17.53,15.8,2.6,237.9,745,27.1,3.3357695763397
8.23,21.53,13.6,1.8,134.8,8888,16.0,2.833213344056216
8.06,16.11,21.5,1.0,114.3,792,9.5,2.3513752571634776
7.5,22.6,10.7,3.6,391.9,1287,41.3,3.744787086052232
7.66,8.53,17.9,0.7,161.0,969,6.2,1.9740810260220096
7.99,20.3,13.9,1.8,469.1,962,22.1,3.139832617527748
7.9,18.56,30.4,1.7,169.0,704,14.7,2.7536607123542622
7.22,21.5,10.9,4.7,177.6,1340,118.0,4.77912349311153
7.88,24.9,54.0,3.0,675.7,883,30.7,3.456316680883235
8.17,18.53,20.5,1.6,445.0,895,21.0,3.091042453358316
8.02,15.83,12.7,1.8,193.7,669,14.3,2.72785282839839
4.44,8.96,15.9,4.0,125.6,1405,113.5,4.740574822994295
5.0,23.7,39.9,2.7,188.8,1125,25.5,3.2771447329921766
7.73,18.07,11.0,6.4,318.6,1283,63.1,4.160444363926624
5.99,5.97,45.6,3.4,314.9,1236,33.9,3.5524868292083815
7.96,21.3,20.0,1.9,832.3,844,21.8,3.126760535960395
8.21,19.16,26.9,1.9,423.2,723,17.9,2.9391619220655967
7.47,13.67,16.3,2.1,124.4,428,19.2,3.005682604407159
8.29,17.25,20.7,1.9,434.6,458,38.7,3.681351187693145
8.14,15.78,16.4,1.2,278.0,1137,14.8,2.760009940032921
6.21,35.4,15.5,3.4,78.9,1194,33.6,3.543853682063679
6.01,38.9,43.3,2.8,233.6,1147,26.1,3.299533727885655
8.07,20.74,65.0,3.4,656.7,1099,34.5,3.56953269648137
8.06,20.6,19.0,1.5,251.8,857,13.8,2.6946271807700692
7.73,11.69,46.2,0.8,82.2,1096,6.6,2.028148247292285
7.96,15.83,43.7,1.2,245.8,1044,11.8,2.5494451709255714
7.71,31.8,46.1,1.8,704.9,1143,24.8,3.250374491927572
6.76,15.75,16.3,2.8,114.6,1204,52.7,3.983413001514819
7.92,14.98,18.7,1.0,184.5,644,10.9,2.4765384001174837
7.83,23.3,41.2,1.4,212.4,584,15.2,2.785011242238338
7.83,23.44,22.8,2.5,559.5,1019,19.4,3.0155349008501706
7.79,22.63,21.6,0.8,180.3,978,6.0,1.9459101490553132
8.21,19.72,24.6,1.1,295.3,1083,17.3,2.9069010598473755
8.2,20.13,25.2,1.3,170.5,547,16.9,2.884800712846709
7.93,16.77,29.0,1.5,249.0,1096,10.6,2.451005098112319
7.79,15.92,97.6,2.5,564.8,1184,25.7,3.2846635654062037
7.44,33.8,14.1,6.2,598.7,1217,108.3,4.694096395182493
8.0,13.83,18.5,0.9,206.9,1014,6.8,2.0541237336955462
8.03,15.37,15.1,1.7,338.2,1061,14.0,2.70805020110221
6.0,3.67,10.6,0.6,46.1,1058,9.1,2.312535423847214
5.54,3.65,30.6,0.5,58.8,1219,3.7,1.547562508716013
